repo,total_classes,cbo_mean,cbo_median,cbo_std,cbo_min,cbo_max,cbo_q1,cbo_q3,dit_mean,dit_median,dit_std,dit_min,dit_max,dit_q1,dit_q3,lcom_mean,lcom_median,lcom_std,lcom_min,lcom_max,lcom_q1,lcom_q3
Tencent/VasSonic,111,4.198,2.0,4.901,0,25,1.0,5.0,1.279,1.0,0.59,1,4,1.0,1.0,21.613,0.0,96.043,0,933,0.0,5.0
Team-xManager/xManager,524,2.017,2.0,2.604,0,47,2.0,2.0,1.021,1.0,0.243,1,6,1.0,1.0,4.733,0.0,69.899,0,1430,0.0,0.0
debezium/debezium,3377,6.824,4.0,7.616,0,86,2.0,9.0,1.584,1.0,0.998,1,25,1.0,2.0,55.713,1.0,523.02,0,24695,0.0,9.0
grpc/grpc-java,5482,5.601,3.0,8.018,0,99,1.0,6.0,1.393,1.0,0.995,1,22,1.0,1.0,13.498,0.0,123.334,0,5460,0.0,3.0
xpipe-io/xpipe,1481,6.957,5.0,6.475,0,79,3.0,10.0,1.575,1.0,1.087,1,19,1.0,2.0,18.834,1.0,161.648,0,3585,0.0,9.0
code4craft/webmagic,344,4.532,4.0,3.872,0,29,2.0,7.0,1.183,1.0,0.585,1,9,1.0,1.0,11.465,1.0,76.64,0,1252,0.0,3.0
OpenRefine/OpenRefine,1396,6.697,5.0,6.615,0,129,3.0,9.0,1.688,1.0,0.894,1,9,1.0,2.0,12.818,1.0,57.094,0,990,0.0,6.0
realm/realm-java,1912,4.293,2.0,6.755,0,92,1.0,4.0,1.213,1.0,0.724,1,16,1.0,1.0,51.748,0.0,656.661,0,25395,0.0,0.0
careercup/CtCI-6th-Edition,609,2.128,2.0,1.567,0,10,1.0,3.0,1.069,1.0,0.332,1,5,1.0,1.0,4.483,1.0,16.698,0,378,0.0,6.0
gyf-dev/ImmersionBar,142,6.352,5.0,7.113,0,57,2.0,9.0,2.106,2.0,1.001,1,4,1.0,3.0,159.254,3.0,1752.52,0,20892,0.0,6.0
PaperMC/Paper,4165,6.897,5.0,11.946,0,291,2.0,8.0,1.686,1.0,1.294,1,22,1.0,2.0,111.822,1.0,1801.32,0,78671,0.0,15.0
newbee-ltd/newbee-mall,89,5.034,2.0,6.246,0,27,1.0,8.0,1.067,1.0,0.447,1,4,1.0,1.0,34.91,4.0,68.176,0,436,0.0,36.0
provectus/kafka-ui,513,7.244,5.0,7.312,0,64,2.0,10.0,1.511,1.0,1.074,1,7,1.0,2.0,17.135,1.0,86.132,0,1542,0.0,6.0
jhy/jsoup,408,6.306,4.0,7.291,0,67,2.0,8.0,1.806,1.0,3.175,1,59,1.0,2.0,240.083,1.0,1871.838,0,26740,0.0,10.0
permissions-dispatcher/PermissionsDispatcher,119,1.622,0.0,3.283,0,14,0.0,1.0,1.227,1.0,0.528,1,4,1.0,1.0,34.378,3.0,327.193,0,3570,3.0,3.0
mission-peace/interview,667,2.013,2.0,1.222,0,6,1.0,3.0,1.037,1.0,0.31,1,4,1.0,1.0,3.409,1.0,13.558,0,325,0.0,3.0
LawnchairLauncher/lawnchair,3250,10.319,5.0,14.238,0,217,2.0,13.0,1.585,1.0,1.163,1,14,1.0,2.0,97.1,1.0,1006.003,0,39464,0.0,10.0
beemdevelopment/Aegis,454,7.447,5.0,9.509,0,83,2.0,10.0,1.709,1.0,1.02,1,8,1.0,2.0,22.866,1.0,141.937,0,1951,0.0,6.0
H07000223/FlycoTabLayout,33,6.455,3.0,8.867,0,33,1.0,8.0,1.545,1.0,0.711,1,3,1.0,2.0,223.091,1.0,720.449,0,3118,0.0,4.0
daniulive/SmarterStreaming,172,3.849,2.0,7.191,0,56,1.0,3.0,1.052,1.0,0.223,1,2,1.0,1.0,71.552,0.0,506.263,0,4560,0.0,0.0
lingochamp/FileDownloader,269,4.528,2.0,5.45,0,30,1.0,5.0,1.688,1.0,2.504,1,28,1.0,1.0,42.015,1.0,232.448,0,2947,0.0,10.0
jfeinstein10/SlidingMenu,74,5.122,3.0,5.574,0,30,1.0,8.75,1.959,1.0,1.591,1,7,1.0,2.0,47.446,0.0,228.991,0,1328,0.0,1.75
doocs/jvm,1,0.0,0.0,,0,0,0.0,0.0,1.0,1.0,,1,1,1.0,1.0,0.0,0.0,,0,0,0.0,0.0
microg/GmsCore,1809,5.735,5.0,4.965,0,72,2.0,8.0,1.71,2.0,0.908,1,17,1.0,2.0,14.227,0.0,68.817,0,1081,0.0,3.0
ssssssss-team/spider-flow,161,5.385,4.0,5.17,0,30,2.0,7.0,1.733,1.0,3.402,1,43,1.0,2.0,20.329,1.0,49.785,0,300,0.0,10.0
square/javapoet,99,4.515,2.0,5.92,0,28,0.0,7.0,1.152,1.0,0.612,1,5,1.0,1.0,129.293,0.0,749.244,0,7354,0.0,31.5
apple/pkl,1628,6.295,4.0,7.918,0,188,3.0,7.0,4.378,4.0,15.462,1,360,1.0,5.0,28.923,0.0,224.748,0,5986,0.0,3.0
jwtk/jjwt,555,5.623,4.0,6.831,0,70,2.0,7.0,1.995,1.0,2.382,1,42,1.0,2.0,25.834,1.0,142.145,0,2393,0.0,3.0
alibaba/vlayout,159,5.314,3.0,6.715,0,44,2.0,6.0,1.855,1.0,1.492,1,7,1.0,2.0,72.541,0.0,368.428,0,3912,0.0,9.0
asLody/VirtualApp,1420,3.941,2.0,5.277,0,58,1.0,5.0,2.588,2.0,11.271,1,303,1.0,3.0,15.611,0.0,114.809,0,2581,0.0,1.0
TooTallNate/Java-WebSocket,261,3.556,2.0,4.127,0,34,1.0,5.0,1.82,1.0,1.351,1,7,1.0,2.0,36.621,6.0,184.146,0,1923,0.0,10.0
clojure/clojure,917,3.603,0.0,7.883,0,101,0.0,4.0,1.495,1.0,2.343,1,48,1.0,1.0,130.391,0.0,1974.926,0,48504,0.0,0.0
android-async-http/android-async-http,154,5.662,4.0,6.151,0,50,2.0,8.0,1.786,1.0,1.078,1,5,1.0,2.75,45.877,3.0,293.705,0,3536,0.0,15.0
jeasonlzy/okhttp-OkGo,361,5.651,5.0,5.14,0,28,2.0,7.0,1.623,1.0,1.076,1,7,1.0,2.0,19.446,0.0,124.499,0,1830,0.0,6.0
google/auto,1139,4.114,3.0,8.609,0,232,1.0,5.0,1.706,1.0,3.252,1,80,1.0,1.0,25.594,1.0,270.469,0,7526,0.0,3.0
lipangit/JiaoZiVideoPlayer,69,7.275,6.0,6.446,0,35,3.0,8.0,2.116,2.0,0.978,1,4,1.0,2.0,56.638,4.0,213.184,0,1318,0.0,15.0
tbruyelle/RxPermissions,20,4.65,2.0,5.669,0,20,1.0,5.25,1.1,1.0,0.308,1,2,1.0,1.0,10.1,0.0,33.524,0,146,0.0,0.25
zfile-dev/zfile,414,7.01,4.0,8.05,0,44,2.0,9.0,1.505,1.0,1.113,1,5,1.0,1.0,9.454,0.0,47.047,0,583,0.0,1.0
JessYanCoding/MVPArms,149,6.644,5.0,5.938,0,26,2.0,8.0,1.282,1.0,0.57,1,3,1.0,1.0,32.101,3.0,147.025,0,1647,0.0,15.0
awsdocs/aws-doc-sdk-examples,1673,7.039,5.0,6.408,0,63,4.0,8.0,1.04,1.0,0.31,1,6,1.0,1.0,6.187,1.0,24.171,0,404,0.0,1.0
JakeWharton/ViewPagerIndicator,66,6.015,6.0,5.226,0,26,2.0,7.0,2.712,3.0,1.25,1,4,1.0,4.0,29.273,0.0,127.34,0,927,0.0,1.0
signalapp/Signal-Server,1274,9.126,5.0,13.078,0,245,2.0,11.0,1.48,1.0,0.935,1,15,1.0,2.0,13.72,0.0,82.417,0,1596,0.0,3.0
stanfordnlp/CoreNLP,4305,5.923,4.0,7.923,0,223,1.0,8.0,1.65,1.0,2.483,1,121,1.0,2.0,148.579,0.0,1831.554,0,83638,0.0,10.0
wasabeef/glide-transformations,27,5.556,5.0,3.355,0,11,4.0,9.0,2.148,2.0,0.77,1,3,2.0,3.0,2.778,0.0,4.535,0,15,0.0,3.0
googlesamples/easypermissions,33,8.939,8.0,5.804,0,26,5.0,12.0,1.485,1.0,0.619,1,3,1.0,2.0,12.212,6.0,21.774,0,89,0.0,10.0
paascloud/paascloud-master,742,6.104,4.0,6.045,0,59,2.0,8.0,1.315,1.0,0.543,1,5,1.0,2.0,5.457,0.0,25.617,0,496,0.0,1.0
uknownothingsnow/JsBridge,32,3.5,1.5,5.003,0,18,0.0,3.25,1.156,1.0,0.369,1,2,1.0,1.0,17.094,0.0,51.74,0,211,0.0,4.0
hackware1993/MagicIndicator,103,5.0,4.0,4.535,0,16,1.0,8.0,1.34,1.0,0.57,1,4,1.0,2.0,26.942,3.0,79.462,0,506,0.0,6.0
HarlonWang/AVLoadingIndicatorView,92,3.565,2.0,2.364,0,13,2.0,6.0,1.783,1.0,1.046,1,4,1.0,3.0,6.75,0.0,42.845,0,297,0.0,1.0
OpenFeign/feign,1247,5.136,3.0,6.317,0,59,1.0,6.0,1.682,1.0,3.248,1,92,1.0,2.0,13.266,0.0,79.821,0,1596,0.0,1.0
YoKeyword/Fragmentation,284,5.232,3.0,5.165,0,27,2.0,9.0,1.708,1.0,1.097,1,5,1.0,2.0,15.116,0.0,102.269,0,1547,0.0,3.25
xuchengsheng/spring-reading,290,2.814,3.0,2.179,0,12,1.0,4.0,1.028,1.0,0.164,1,2,1.0,1.0,0.541,0.0,3.205,0,45,0.0,0.0
lihengming/spring-boot-api-project-seed,15,5.0,4.0,4.675,0,15,2.0,7.5,1.267,1.0,0.799,1,4,1.0,1.0,9.733,0.0,18.672,0,60,0.0,9.0
perwendel/spark,221,4.543,3.0,4.734,0,28,1.0,6.0,1.299,1.0,0.781,1,5,1.0,1.0,47.118,0.0,408.472,0,5565,0.0,3.0
ksoichiro/Android-ObservableScrollView,335,5.015,3.0,4.606,0,24,1.0,8.0,1.967,2.0,1.167,1,7,1.0,3.0,7.57,0.0,30.685,0,447,0.0,4.0
koral--/android-gif-drawable,64,6.156,4.0,6.373,0,37,2.0,8.25,1.656,1.0,1.288,1,10,1.0,2.0,59.734,0.0,286.66,0,2124,0.0,3.0
bilibili/DanmakuFlameMaster,172,5.163,3.0,6.12,0,37,2.0,6.0,1.61,1.0,1.374,1,14,1.0,2.0,47.506,1.0,158.938,0,938,0.0,15.0
liaohuqiu/android-Ultra-Pull-To-Refresh,161,4.056,2.0,4.389,0,23,2.0,5.0,1.416,1.0,0.755,1,5,1.0,2.0,19.143,0.0,138.956,0,1670,0.0,1.0
MyCATApache/Mycat-Server,1291,4.895,3.0,6.215,0,59,1.0,7.0,1.294,1.0,0.721,1,12,1.0,1.0,78.488,0.0,882.932,0,19242,0.0,6.0
umano/AndroidSlidingUpPanel,17,4.941,2.0,6.638,0,26,2.0,4.0,1.353,1.0,0.786,1,4,1.0,1.0,132.0,0.0,373.941,0,1431,0.0,19.0
crossoverJie/cim,202,4.881,4.0,4.864,0,32,2.0,7.0,1.282,1.0,0.743,1,7,1.0,1.0,5.738,0.0,16.737,0,171,0.0,2.0
pockethub/PocketHub,212,6.575,5.0,5.341,0,43,3.0,9.0,1.481,1.0,0.763,1,4,1.0,2.0,9.042,0.0,35.252,0,351,0.0,4.0
apache/cassandra,12653,6.824,5.0,8.031,0,161,2.0,9.0,1.77,1.0,1.815,1,65,1.0,2.0,59.15,1.0,1395.566,0,127537,0.0,8.0
Justson/AgentWeb,256,5.398,3.0,7.348,0,55,1.0,6.0,1.488,1.0,0.998,1,9,1.0,2.0,18.793,0.0,99.163,0,1447,0.0,3.0
seven332/EhViewer,601,7.145,4.0,10.2,0,97,2.0,8.0,1.822,1.0,1.51,1,16,1.0,2.0,45.263,1.0,450.454,0,10754,0.0,10.0
huanghaibin-dev/CalendarView,176,6.568,4.0,7.125,0,38,2.0,8.0,2.159,1.0,1.492,1,5,1.0,3.0,53.182,3.0,390.128,0,5074,0.0,14.0
json-path/JsonPath,368,4.557,3.0,4.803,0,28,1.0,6.0,1.486,1.0,1.092,1,13,1.0,2.0,29.291,0.0,118.932,0,1596,0.0,6.0
GcsSloop/AndroidNote,8,4.875,1.0,5.987,0,16,1.0,9.25,1.375,1.0,0.518,1,2,1.0,2.0,8.125,3.0,12.744,0,37,0.0,9.5
cats-oss/android-gpuimage,153,2.961,2.0,3.748,0,26,1.0,3.0,2.157,2.0,1.193,1,7,1.0,3.0,11.301,0.0,54.176,0,549,0.0,2.0
didi/VirtualAPK,163,4.896,3.0,6.168,0,36,1.0,5.0,1.613,1.0,1.429,1,17,1.0,2.0,17.577,1.0,66.28,0,526,0.0,4.0
apache/jmeter,1719,5.494,4.0,5.966,0,97,1.0,8.0,1.999,2.0,1.502,1,12,1.0,2.0,62.118,3.0,382.716,0,9996,0.0,16.0
navasmdc/MaterialDesignLibrary,82,4.537,3.0,4.495,0,17,1.0,6.0,1.817,1.0,1.229,1,6,1.0,2.0,6.756,0.0,18.905,0,106,0.0,3.0
KunMinX/Jetpack-MVVM-Best-Practice,119,4.84,3.0,5.079,0,22,1.0,7.0,1.622,1.0,1.073,1,6,1.0,2.0,12.0,0.0,68.968,0,721,0.0,3.0
Freelander/Android_Data,2,2.0,2.0,2.828,0,4,1.0,3.0,1.0,1.0,0.0,1,1,1.0,1.0,3.0,3.0,4.243,0,6,1.5,4.5
nathanmarz/storm,851,4.425,3.0,5.148,0,55,1.0,6.0,1.288,1.0,0.926,1,20,1.0,1.0,33.071,1.0,133.141,0,2111,0.0,5.0
java-native-access/jna,2365,4.874,3.0,6.616,0,75,2.0,6.0,2.533,2.0,4.978,1,125,1.0,3.0,44.938,0.0,515.511,0,16469,0.0,3.0
laobie/StatusBarUtil,33,4.152,3.0,3.528,0,13,2.0,6.0,1.545,1.0,0.833,1,3,1.0,2.0,22.545,0.0,124.493,0,716,0.0,1.0
Blankj/awesome-java-leetcode,72,1.681,2.0,0.552,1,3,1.0,2.0,1.0,1.0,0.0,1,1,1.0,1.0,1.167,1.0,0.692,0,3,1.0,1.0
chrisbanes/Android-PullToRefresh,82,6.024,4.5,5.848,0,34,2.0,8.75,2.11,2.0,1.361,1,7,1.0,3.0,55.841,1.0,370.864,0,3334,0.0,3.75
karatelabs/karate,584,6.63,5.0,6.907,0,73,2.0,9.0,1.205,1.0,0.599,1,8,1.0,1.0,115.276,1.0,629.096,0,8342,0.0,10.0
ybq/Android-SpinKit,71,4.817,5.0,3.535,0,17,3.0,6.0,3.169,2.0,2.467,1,9,1.0,5.0,21.521,1.0,134.57,0,1123,1.0,3.0
shwenzhang/AndResGuard,66,3.53,2.0,4.558,0,25,1.0,4.0,1.5,1.0,0.864,1,4,1.0,2.0,22.379,1.5,44.337,0,224,0.0,18.75
react-native-image-picker/react-native-image-picker,11,6.182,4.0,6.431,1,22,1.5,7.5,1.545,2.0,0.522,1,2,1.0,2.0,66.182,1.0,211.24,0,703,0.0,6.0
chrisjenx/Calligraphy,25,5.72,5.0,5.062,0,17,2.0,9.0,1.44,1.0,0.583,1,3,1.0,2.0,11.36,3.0,26.944,0,132,0.0,10.0
amitshekhariitbhu/Android-Debug-Database,61,4.148,4.0,3.803,0,21,1.0,6.0,1.279,1.0,0.521,1,3,1.0,1.0,8.803,0.0,22.798,0,151,0.0,6.0
airbnb/epoxy,610,7.197,5.0,6.334,0,37,2.0,12.0,1.813,2.0,1.073,1,18,1.0,2.0,138.774,1.0,320.18,0,2579,0.0,272.75
dropwizard/dropwizard,1384,5.963,4.0,5.907,0,57,2.0,8.0,1.516,1.0,1.005,1,13,1.0,2.0,18.834,0.0,214.712,0,6786,0.0,3.0
junit-team/junit4,1471,3.868,3.0,4.188,0,41,1.0,5.0,1.464,1.0,1.05,1,14,1.0,2.0,12.961,0.0,130.539,0,3891,0.0,1.0
ZCShou/GoGoGo,48,7.708,4.0,13.429,0,82,2.0,6.25,1.458,1.0,0.713,1,4,1.0,2.0,12.875,1.0,46.098,0,293,0.0,1.0
frohoff/ysoserial,120,5.458,3.0,5.655,0,24,1.0,9.0,1.342,1.0,0.667,1,5,1.0,2.0,8.892,1.0,57.458,0,628,0.0,3.0
google/tsunami-security-scanner,288,6.26,5.0,6.14,0,36,2.0,8.0,1.542,1.0,0.951,1,5,1.0,2.0,14.753,0.5,54.019,0,561,0.0,6.0
LSPosed/LSPatch,146,4.342,2.0,5.896,0,48,1.0,6.0,1.349,1.0,0.86,1,6,1.0,1.0,23.877,0.0,186.881,0,2231,0.0,3.0
PojavLauncherTeam/PojavLauncher,402,6.234,3.0,8.193,0,66,1.0,9.0,1.41,1.0,0.691,1,6,1.0,2.0,124.731,1.0,1599.123,0,30874,0.0,10.75
roughike/BottomBar,66,4.909,2.0,6.834,0,45,1.0,7.0,1.288,1.0,0.627,1,4,1.0,1.0,61.667,0.0,332.032,0,2286,0.0,0.0
DImuthuUpe/AndroidPdfViewer,57,4.947,1.0,8.271,0,51,0.0,6.0,1.246,1.0,0.606,1,4,1.0,1.0,76.789,0.0,440.471,0,3311,0.0,7.0
testcontainers/testcontainers-java,897,5.348,4.0,4.882,0,71,2.0,7.0,1.494,1.0,0.887,1,13,1.0,2.0,21.912,1.0,186.817,0,5118,0.0,6.0
wildfirechat/im-server,1013,6.407,3.0,8.067,0,90,1.0,12.0,1.542,1.0,2.491,1,77,1.0,2.0,111.721,1.0,448.014,0,11781,0.0,28.0
apache/beam,16222,7.416,5.0,8.062,0,140,2.0,10.0,1.535,1.0,1.389,1,38,1.0,2.0,19.624,0.0,171.058,0,11781,0.0,5.0
pentaho/pentaho-kettle,11005,6.01,2.0,9.323,0,301,1.0,7.0,1.279,1.0,0.615,1,18,1.0,1.0,83.135,0.0,1227.247,0,92397,0.0,1.0
cabaletta/baritone,473,6.698,4.0,8.284,0,65,2.0,8.0,1.387,1.0,0.808,1,6,1.0,2.0,22.114,1.0,128.126,0,1653,0.0,10.0
alibaba/atlas,2194,5.639,4.0,6.72,0,67,1.0,7.0,1.436,1.0,0.917,1,13,1.0,2.0,29.884,1.0,157.488,0,5441,0.0,6.0
HMCL-dev/HMCL,1300,6.832,4.0,8.202,0,92,2.0,9.0,1.696,1.0,1.33,1,21,1.0,2.0,36.124,1.0,317.071,0,7385,0.0,7.0
alibaba/otter,1296,4.613,3.0,5.383,0,39,1.0,6.0,1.373,1.0,0.746,1,7,1.0,2.0,32.454,1.0,252.543,0,6378,0.0,7.0
bytedeco/javacv,223,6.126,4.0,6.771,0,35,1.0,9.0,2.13,1.0,1.923,1,13,1.0,3.0,133.991,1.0,704.226,0,7451,0.0,20.0
aeron-io/aeron,1313,7.834,4.0,9.998,0,93,2.0,10.0,1.299,1.0,0.914,1,9,1.0,1.0,113.724,0.0,1254.777,0,37165,0.0,6.0
florent37/MaterialViewPager,44,4.545,3.0,4.844,0,26,1.0,6.0,1.295,1.0,0.553,1,3,1.0,1.25,9.386,0.0,26.482,0,142,0.0,3.25
aritraroy/UltimateAndroidReference,1,1.0,1.0,,1,1,1.0,1.0,1.0,1.0,,1,1,1.0,1.0,0.0,0.0,,0,0,0.0,0.0
guolindev/LitePal,201,5.01,3.0,5.162,0,32,2.0,7.0,1.652,1.0,0.958,1,6,1.0,2.0,49.448,0.0,248.87,0,2554,0.0,9.0
davemorrissey/subsampling-scale-image-view,72,5.625,3.5,6.619,0,47,2.0,7.25,1.583,1.0,0.884,1,5,1.0,2.0,79.722,0.0,641.019,0,5442,0.0,3.0
Netflix/SimianArmy,305,5.846,4.0,7.313,0,79,2.0,8.0,1.423,1.0,0.775,1,5,1.0,2.0,25.161,3.0,112.005,0,1489,0.0,20.0
apache/iceberg,4544,8.586,6.0,8.293,0,84,3.0,12.0,1.678,1.0,1.674,1,49,1.0,2.0,36.413,2.0,172.596,0,3988,0.0,15.0
junixapp/XPopup,305,4.705,3.0,6.321,0,50,1.0,5.0,1.577,1.0,1.127,1,9,1.0,2.0,22.902,0.0,135.878,0,1441,0.0,3.0
apache/tomcat,4673,4.515,3.0,5.868,0,81,1.0,5.0,1.814,1.0,1.671,1,46,1.0,2.0,179.611,0.0,4201.031,0,268257,0.0,6.0
JakeWharton/hugo,7,5.714,7.0,4.231,1,10,1.5,9.5,1.143,1.0,0.378,1,2,1.0,1.0,27.714,6.0,43.523,0,120,0.5,33.5
dropwizard/metrics,688,5.483,4.0,4.648,0,29,3.0,7.0,1.352,1.0,0.775,1,11,1.0,2.0,9.533,0.0,39.273,0,664,0.0,3.0
HannahMitt/HomeMirror,66,2.727,2.0,4.944,0,35,0.0,3.0,1.076,1.0,0.267,1,2,1.0,1.0,5.348,0.0,35.403,0,288,0.0,1.0
software-mansion/react-native-svg,218,6.546,5.0,7.098,0,51,2.0,8.0,2.647,1.0,7.13,1,105,1.0,4.0,87.936,1.0,235.363,0,1643,0.0,28.0
ChrisRM/material-theme-jetbrains,357,4.331,3.0,4.943,0,45,2.0,5.0,2.255,2.0,1.449,1,10,1.0,3.0,84.423,1.0,634.422,0,9644,0.0,9.0
trello-archive/RxLifecycle,81,6.432,6.0,6.164,0,19,1.0,13.0,1.654,1.0,1.142,1,7,1.0,2.0,1.407,0.0,4.064,0,22,0.0,0.0
goldze/MVVMHabit,319,3.583,2.0,3.826,0,28,1.0,5.0,1.273,1.0,0.652,1,4,1.0,1.0,15.765,0.0,74.055,0,861,0.0,1.0
lecho/hellocharts-android,153,6.307,3.0,6.49,0,26,2.0,9.0,1.523,1.0,0.828,1,5,1.0,2.0,40.294,1.0,150.074,0,1095,0.0,10.0
vipshop/vjtools,379,3.135,2.0,3.473,0,22,1.0,4.0,1.277,1.0,0.763,1,6,1.0,1.0,26.301,1.0,106.806,0,1225,0.0,10.0
gedoor/MyBookshelf,669,6.336,4.0,7.735,0,74,1.0,9.0,1.469,1.0,0.885,1,6,1.0,2.0,58.662,1.0,338.61,0,6629,0.0,14.0
PowerJob/PowerJob,755,5.746,4.0,6.217,0,43,2.0,7.0,1.184,1.0,0.547,1,5,1.0,1.0,5.138,0.0,27.937,0,441,0.0,1.0
google/android-classyshark,212,3.17,2.0,3.566,0,18,1.0,4.0,1.278,1.0,0.925,1,7,1.0,1.0,10.25,1.0,27.569,0,165,0.0,6.0
google/closure-compiler,2686,6.851,5.0,8.136,0,139,2.0,9.0,1.509,1.0,1.259,1,39,1.0,2.0,1272.185,1.0,29955.46,0,1490474,0.0,16.0
koush/AndroidAsync,543,3.613,2.0,5.023,0,48,1.0,4.5,1.532,1.0,1.746,1,29,1.0,1.0,19.44,0.0,84.11,0,775,0.0,1.0
jeecgboot/jimureport,12,6.75,6.5,3.049,3,13,4.0,8.5,1.083,1.0,0.289,1,2,1.0,1.0,2.333,0.0,5.99,0,21,0.0,1.0
kaushikgopal/RxJava-Android-Samples,86,6.628,3.0,7.152,0,29,1.25,12.75,1.826,1.0,0.96,1,4,1.0,3.0,9.198,3.0,25.349,0,208,0.0,3.75
kevin-wayne/algs4,279,4.004,4.0,2.507,0,12,2.0,5.5,1.022,1.0,0.168,1,3,1.0,1.0,47.47,0.0,263.518,0,3145,0.0,8.0
yuanguangxin/LeetCode,145,1.241,1.0,0.67,0,3,1.0,2.0,1.0,1.0,0.0,1,1,1.0,1.0,0.841,0.0,2.326,0,21,0.0,1.0
swagger-api/swagger-core,1476,4.82,3.0,6.878,0,144,1.0,7.0,1.226,1.0,0.604,1,9,1.0,1.0,49.711,0.0,740.879,0,26393,0.0,1.0
gunnarmorling/1brc,600,3.167,3.0,2.475,0,17,1.0,5.0,1.09,1.0,0.381,1,5,1.0,1.0,7.58,1.0,23.527,0,416,0.0,5.0
lenve/VBlog,29,4.552,4.0,3.621,0,13,2.0,7.0,1.034,1.0,0.186,1,2,1.0,1.0,29.069,1.0,92.841,0,464,0.0,6.0
dyc87112/SpringCloud-Learning,312,5.878,4.0,5.842,0,42,2.0,7.0,1.045,1.0,0.262,1,4,1.0,1.0,28.734,1.0,87.778,0,540,0.0,10.5
abel533/Mapper,458,5.057,4.0,4.636,0,34,2.0,7.0,1.242,1.0,0.529,1,4,1.0,1.0,36.177,0.0,175.547,0,2016,0.0,6.0
leolin310148/ShortcutBadger,31,5.29,5.0,4.591,0,23,2.0,7.0,1.161,1.0,0.454,1,3,1.0,1.0,3.484,1.0,7.532,0,29,0.0,1.0
Qihoo360/RePlugin,456,5.197,3.0,6.257,0,52,2.0,6.0,1.417,1.0,0.677,1,5,1.0,2.0,32.02,0.0,182.824,0,3192,0.0,6.0
MinecraftForge/MinecraftForge,1674,7.128,6.0,9.615,0,249,3.0,9.0,2.171,1.0,2.98,1,72,1.0,2.0,37.889,1.0,503.604,0,14634,0.0,4.0
square/dagger,406,3.175,3.0,2.947,0,20,1.0,4.0,1.229,1.0,0.716,1,8,1.0,1.0,5.988,0.0,45.363,0,820,0.0,0.0
